,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Identifier_cat,Outlet_Identifier_cat
232,614,14.1,Low Fat,6,86.4198,7,2002,High,Tier 2,Supermarket Type1,1133.8574,FDL56,OUT045
233,365,7.55,Low Fat,3,152.334,6,2004,Small,Tier 2,Supermarket Type1,2603.278,FDF14,OUT035
234,1294,13.0,Low Fat,9,45.406,8,1997,Small,Tier 1,Supermarket Type1,605.878,NCD06,OUT046
235,126,12.857645184136183,Low Fat,7,192.8846,5,1985,Medium,Tier 3,Supermarket Type3,2293.0152,DRM47,OUT027
236,904,12.857645184136183,Regular,13,118.7782,4,1985,Small,Tier 1,Grocery Store,119.1782,FDS46,OUT019
237,215,12.3,Regular,15,92.9804,1,1987,High,Tier 3,Supermarket Type1,1929.4884,FDB35,OUT013
238,1133,12.857645184136183,Low Fat,13,109.8912,5,1985,Medium,Tier 3,Supermarket Type3,2074.6328,FDX21,OUT027
239,1499,12.857645184136183,Low Fat,8,79.9618,5,1985,Medium,Tier 3,Supermarket Type3,241.6854,NCU05,OUT027
240,1472,17.25,Low Fat,9,251.3724,7,2002,High,Tier 2,Supermarket Type1,6795.1548,NCR38,OUT045
241,1469,15.85,Low Fat,9,42.7112,2,2007,High,Tier 2,Supermarket Type1,639.168,NCR18,OUT017
242,1505,18.85,Low Fat,8,192.1846,6,2004,Small,Tier 2,Supermarket Type1,3248.4382,NCU41,OUT035
243,1211,16.35,Regular,6,227.6062,2,2007,High,Tier 2,Supermarket Type1,7222.5984,FDY56,OUT017
244,100,14.1,Low Fat,4,229.0668,6,2004,Small,Tier 2,Supermarket Type1,3225.1352,DRJ51,OUT035
245,553,7.905,Low Fat,13,249.0408,6,2004,Small,Tier 2,Supermarket Type1,3755.112,FDK21,OUT035
246,1186,12.0,Low Fat,3,179.3976,1,1987,High,Tier 3,Supermarket Type1,3440.8544,FDY25,OUT013
247,1002,12.15,Regular,6,163.4552,6,2004,Small,Tier 2,Supermarket Type1,974.7312,FDU44,OUT035
248,606,10.1,Low Fat,10,75.367,9,1999,Medium,Tier 1,Supermarket Type1,535.969,FDL43,OUT049
249,359,17.5,Low Fat,5,262.491,2,2007,High,Tier 2,Supermarket Type1,5259.82,FDF05,OUT017
250,40,12.857645184136183,Low Fat,4,152.034,4,1985,Small,Tier 1,Grocery Store,306.268,DRF15,OUT019
251,591,17.1,Low Fat,6,112.3886,3,2009,Medium,Tier 3,Supermarket Type2,1779.0176,FDL20,OUT018
252,1042,7.785,Low Fat,6,61.451,9,1999,Medium,Tier 1,Supermarket Type1,759.012,FDV32,OUT049
253,526,11.8,Regular,13,125.9704,1,1987,High,Tier 3,Supermarket Type1,1877.556,FDJ34,OUT013
254,397,13.15,Regular,6,171.8764,7,2002,High,Tier 2,Supermarket Type1,3779.0808,FDG08,OUT045
255,777,12.857645184136183,Low Fat,5,41.5796,4,1985,Small,Tier 1,Grocery Store,41.2796,FDQ04,OUT019
256,1077,8.5,Low Fat,3,51.1324,2,2007,High,Tier 2,Supermarket Type1,259.662,FDW13,OUT017
257,1343,8.645,Low Fat,8,96.341,1,1987,High,Tier 3,Supermarket Type1,193.082,NCI17,OUT013
258,1169,17.6,Regular,10,110.9202,7,2002,High,Tier 2,Supermarket Type1,1687.803,FDY03,OUT045
259,877,9.1,Low Fat,0,127.5362,2,2007,High,Tier 2,Supermarket Type1,4655.9394,FDS12,OUT017
260,538,12.8,Regular,10,225.9404,1,1987,High,Tier 3,Supermarket Type1,4950.8888,FDJ55,OUT013
261,102,7.63,Low Fat,14,95.4436,6,2004,Small,Tier 2,Supermarket Type1,1418.154,DRK01,OUT035
262,409,9.285,Regular,5,246.4144,2,2007,High,Tier 2,Supermarket Type1,1225.072,FDG28,OUT017
263,1197,13.6,Regular,4,231.03,7,2002,High,Tier 2,Supermarket Type1,5359.69,FDY38,OUT045
264,653,8.895,Low Fat,2,176.237,7,2002,High,Tier 2,Supermarket Type1,1764.37,FDN01,OUT045
265,1477,16.35,Low Fat,9,195.211,1,1987,High,Tier 3,Supermarket Type1,2553.343,NCR54,OUT013
266,410,17.6,Low Fat,5,43.3454,1,1987,High,Tier 3,Supermarket Type1,1006.6896,FDG29,OUT013
267,407,7.975,Low Fat,0,85.225,1,1987,High,Tier 3,Supermarket Type1,1081.925,FDG24,OUT013
268,429,15.85,Low Fat,15,36.7164,2,2007,High,Tier 2,Supermarket Type1,308.9312,FDG59,OUT017
269,635,15.7,Low Fat,5,178.666,1,1987,High,Tier 3,Supermarket Type1,2516.724,FDM28,OUT013
270,1070,8.985,Regular,5,128.831,8,1997,Small,Tier 1,Supermarket Type1,1428.141,FDW04,OUT046
271,889,20.35,Low Fat,4,260.1594,1,1987,High,Tier 3,Supermarket Type1,2093.2752,FDS26,OUT013
272,815,6.59,Low Fat,6,85.6908,1,1987,High,Tier 3,Supermarket Type1,1929.4884,FDQ56,OUT013
273,573,19.85,Low Fat,4,264.0884,6,2004,Small,Tier 2,Supermarket Type1,5829.7448,FDK51,OUT035
274,593,16.85,Low Fat,13,91.4488,8,1997,Small,Tier 1,Supermarket Type1,2082.6224,FDL22,OUT046
275,441,12.857645184136183,Low Fat,10,173.1738,5,1985,Medium,Tier 3,Supermarket Type3,7298.4996,FDH19,OUT027
276,1210,16.75,Low Fat,6,256.4988,1,1987,High,Tier 3,Supermarket Type1,7452.9652,FDY55,OUT013
277,1169,17.6,Regular,10,110.5202,2,2007,High,Tier 2,Supermarket Type1,450.0808,FDY03,OUT017
278,553,7.905,Low Fat,13,250.4408,0,1998,High,Tier 3,Grocery Store,500.6816,FDK21,OUT010
279,1223,12.857645184136183,Low Fat,13,126.202,5,1985,Medium,Tier 3,Supermarket Type3,3668.558,FDZ10,OUT027
280,1239,7.785,Regular,6,103.1964,3,2009,Medium,Tier 3,Supermarket Type2,736.3748,FDZ32,OUT018
281,1552,7.825,Low Fat,9,253.0698,6,2004,Small,Tier 2,Supermarket Type1,6088.0752,NCZ18,OUT035
282,1315,12.857645184136183,Low Fat,9,101.0016,5,1985,Medium,Tier 3,Supermarket Type3,2125.2336,NCF07,OUT027
283,35,20.75,Low Fat,14,153.0024,2,2007,High,Tier 2,Supermarket Type1,2277.036,DRE49,OUT017
284,511,12.857645184136183,Low Fat,6,190.3846,4,1985,Small,Tier 1,Grocery Store,573.2538,FDJ08,OUT019
285,949,6.26,Regular,10,151.1366,6,2004,Small,Tier 2,Supermarket Type1,2267.049,FDT39,OUT035
286,321,18.2,Low Fat,6,147.3734,0,1998,High,Tier 3,Grocery Store,296.9468,FDE08,OUT010
287,1294,13.0,Low Fat,9,46.306,3,2009,Medium,Tier 3,Supermarket Type2,559.272,NCD06,OUT018
288,232,20.25,Regular,6,222.1772,6,2004,Small,Tier 2,Supermarket Type1,5559.43,FDB57,OUT035
289,1498,8.695,Low Fat,9,95.5094,9,1999,Medium,Tier 1,Supermarket Type1,1237.7222,NCT54,OUT049
290,47,7.27,Low Fat,14,113.5518,7,2002,High,Tier 2,Supermarket Type1,569.259,DRF49,OUT045
291,633,12.857645184136183,Regular,2,174.0712,5,1985,Medium,Tier 3,Supermarket Type3,3866.9664,FDM25,OUT027
292,368,12.85,Low Fat,6,198.4768,7,2002,High,Tier 2,Supermarket Type1,1379.5376,FDF20,OUT045
293,447,7.075,Low Fat,4,142.7128,3,2009,Medium,Tier 3,Supermarket Type2,1869.5664,FDH27,OUT018
294,1066,12.857645184136183,Regular,0,196.211,5,1985,Medium,Tier 3,Supermarket Type3,5499.508,FDV60,OUT027
295,1214,8.195,Low Fat,0,94.3462,9,1999,Medium,Tier 1,Supermarket Type1,925.462,FDY59,OUT049
296,563,7.09,Low Fat,0,47.9034,6,2004,Small,Tier 2,Supermarket Type1,583.2408,FDK36,OUT035
297,1398,6.095,Low Fat,11,141.4154,8,1997,Small,Tier 1,Supermarket Type1,1418.154,NCM31,OUT046
298,337,19.35,Regular,6,80.2644,2,2007,High,Tier 2,Supermarket Type1,942.7728,FDE33,OUT017
299,996,6.15,Low Fat,0,99.3384,8,1997,Small,Tier 1,Supermarket Type1,2364.9216,FDU36,OUT046
300,1027,12.857645184136183,Regular,3,87.9856,5,1985,Medium,Tier 3,Supermarket Type3,3251.7672,FDV13,OUT027
301,1032,12.857645184136183,Regular,6,125.2678,4,1985,Small,Tier 1,Grocery Store,254.3356,FDV20,OUT019
302,1465,17.7,Low Fat,9,167.0474,6,2004,Small,Tier 2,Supermarket Type1,5895.659,NCQ54,OUT035
303,706,17.85,Low Fat,1,93.7436,3,2009,Medium,Tier 3,Supermarket Type2,1134.5232,FDO23,OUT018
304,36,9.395,Low Fat,14,224.972,7,2002,High,Tier 2,Supermarket Type1,7696.648,DRE60,OUT045
305,140,15.75,Low Fat,7,250.5382,2,2007,High,Tier 2,Supermarket Type1,2775.7202,DRP47,OUT017
306,205,7.475,Low Fat,6,241.2854,7,2002,High,Tier 2,Supermarket Type1,5317.0788,FDB21,OUT045
307,823,7.075,Low Fat,5,98.0068,3,2009,Medium,Tier 3,Supermarket Type2,874.8612,FDR04,OUT018
308,1135,6.445,Low Fat,0,92.6436,8,1997,Small,Tier 1,Supermarket Type1,1039.9796,FDX23,OUT046
309,1131,19.1,Low Fat,6,235.0958,6,2004,Small,Tier 2,Supermarket Type1,3038.0454,FDX19,OUT035
310,303,20.25,Regular,4,193.6162,6,2004,Small,Tier 2,Supermarket Type1,3848.324,FDD40,OUT035
311,145,15.0,Regular,3,59.1904,8,1997,Small,Tier 1,Supermarket Type1,527.3136,FDA01,OUT046
312,894,6.67,Regular,13,89.1514,8,1997,Small,Tier 1,Supermarket Type1,2390.8878,FDS33,OUT046
313,646,12.857645184136183,Regular,3,60.222,5,1985,Medium,Tier 3,Supermarket Type3,1677.816,FDM50,OUT027
314,211,16.7,Regular,5,112.7176,1,1987,High,Tier 3,Supermarket Type1,801.6232,FDB29,OUT013
315,385,7.07,Low Fat,13,115.5834,7,2002,High,Tier 2,Supermarket Type1,1267.0174,FDF46,OUT045
316,169,6.48,Low Fat,13,148.0076,7,2002,High,Tier 2,Supermarket Type1,886.8456,FDA33,OUT045
317,240,19.0,Regular,6,228.272,0,1998,High,Tier 3,Grocery Store,452.744,FDC08,OUT010
318,230,13.35,Low Fat,5,147.5392,7,2002,High,Tier 2,Supermarket Type1,3877.6192,FDB53,OUT045
319,1190,12.857645184136183,Low Fat,6,146.6418,5,1985,Medium,Tier 3,Supermarket Type3,4414.254,FDY31,OUT027
320,141,12.857645184136183,Low Fat,7,122.4388,5,1985,Medium,Tier 3,Supermarket Type3,5448.9072,DRQ35,OUT027
321,1146,9.695,Regular,0,223.9404,9,1999,Medium,Tier 1,Supermarket Type1,4950.8888,FDX36,OUT049
322,18,15.0,Low Fat,14,62.6168,2,2007,High,Tier 2,Supermarket Type1,958.752,DRD13,OUT017
323,271,11.15,Regular,4,149.9708,2,2007,High,Tier 2,Supermarket Type1,1956.1204,FDC52,OUT017
324,223,20.85,Low Fat,6,103.2306,9,1999,Medium,Tier 1,Supermarket Type1,2404.2038,FDB45,OUT049
325,1368,9.8,Low Fat,11,194.3478,0,1998,High,Tier 3,Grocery Store,387.4956,NCK19,OUT010
326,1059,16.35,Low Fat,10,165.0842,1,1987,High,Tier 3,Supermarket Type1,994.7052,FDV51,OUT013
327,1242,9.6,Regular,1,101.299,7,2002,High,Tier 2,Supermarket Type1,1754.383,FDZ35,OUT045
328,1521,12.857645184136183,Low Fat,8,129.9994,5,1985,Medium,Tier 3,Supermarket Type3,3340.9844,NCW17,OUT027
329,1065,13.35,Low Fat,1,216.7166,7,2002,High,Tier 2,Supermarket Type1,3918.8988,FDV59,OUT045
330,73,20.7,Low Fat,4,76.367,1,1987,High,Tier 3,Supermarket Type1,306.268,DRH39,OUT013
331,690,12.857645184136183,Low Fat,0,158.4604,5,1985,Medium,Tier 3,Supermarket Type3,4278.4308,FDN60,OUT027
332,1011,16.2,Low Fat,6,260.6278,7,2002,High,Tier 2,Supermarket Type1,4425.5726,FDU55,OUT045
333,689,12.857645184136183,Regular,13,230.9984,5,1985,Medium,Tier 3,Supermarket Type3,9267.936,FDN58,OUT027
334,263,12.857645184136183,Low Fat,5,76.867,4,1985,Small,Tier 1,Grocery Store,229.701,FDC41,OUT019
335,691,12.857645184136183,Regular,2,129.3994,5,1985,Medium,Tier 3,Supermarket Type3,2055.9904,FDO01,OUT027
336,1433,5.5,Low Fat,11,101.3016,8,1997,Small,Tier 1,Supermarket Type1,3339.6528,NCO43,OUT046
337,778,15.1,Regular,6,221.7456,7,2002,High,Tier 2,Supermarket Type1,6410.3224,FDQ07,OUT045
338,373,15.7,Regular,5,122.9046,2,2007,High,Tier 2,Supermarket Type1,1992.0736,FDF28,OUT017
339,617,7.895,Regular,2,104.4332,2,2007,High,Tier 2,Supermarket Type1,2870.9296,FDM01,OUT017
340,1206,12.857645184136183,Regular,3,164.5184,5,1985,Medium,Tier 3,Supermarket Type3,2807.0128,FDY49,OUT027
341,839,17.35,Regular,0,88.183,1,1987,High,Tier 3,Supermarket Type1,539.298,FDR24,OUT013
342,1542,7.285,Low Fat,9,174.3054,1,1987,High,Tier 3,Supermarket Type1,4377.635,NCY18,OUT013
343,1544,20.25,Low Fat,9,180.9976,7,2002,High,Tier 2,Supermarket Type1,2716.464,NCY30,OUT045
344,520,12.857645184136183,Low Fat,13,190.9504,4,1985,Small,Tier 1,Grocery Store,383.5008,FDJ22,OUT019
345,83,15.85,Low Fat,14,59.5904,9,1999,Medium,Tier 1,Supermarket Type1,703.0848,DRI37,OUT049
346,597,6.17,Low Fat,10,66.3826,9,1999,Medium,Tier 1,Supermarket Type1,1937.478,FDL27,OUT049
347,1430,19.5,Low Fat,9,182.2608,9,1999,Medium,Tier 1,Supermarket Type1,3307.6944,NCO30,OUT049
348,1275,19.2,Low Fat,9,197.611,9,1999,Medium,Tier 1,Supermarket Type1,3142.576,NCB07,OUT049
349,1137,16.7,Low Fat,3,181.2292,3,2009,Medium,Tier 3,Supermarket Type2,2554.0088,FDX25,OUT018
350,773,20.85,Regular,1,104.0648,3,2009,Medium,Tier 3,Supermarket Type2,1869.5664,FDP59,OUT018
351,866,14.5,Regular,1,260.4594,7,2002,High,Tier 2,Supermarket Type1,5494.8474,FDR59,OUT045
352,939,11.395,Regular,10,233.1616,1,1987,High,Tier 3,Supermarket Type1,6093.4016,FDT27,OUT013
353,77,7.97,Low Fat,14,174.0422,8,1997,Small,Tier 1,Supermarket Type1,2586.633,DRI01,OUT046
354,973,7.71,Regular,13,55.2956,9,1999,Medium,Tier 1,Supermarket Type1,1255.6988,FDU09,OUT049
355,446,19.25,Regular,3,141.7496,8,1997,Small,Tier 1,Supermarket Type1,4093.3384,FDH26,OUT046
356,447,7.075,Low Fat,4,142.2128,8,1997,Small,Tier 1,Supermarket Type1,3163.8816,FDH27,OUT046
357,677,12.857645184136183,Regular,10,166.0816,5,1985,Medium,Tier 3,Supermarket Type3,5033.448,FDN39,OUT027
358,455,11.6,Regular,5,79.9276,8,1997,Small,Tier 1,Supermarket Type1,1137.1864,FDH40,OUT046
359,539,12.857645184136183,Low Fat,6,98.77,5,1985,Medium,Tier 3,Supermarket Type3,2696.49,FDJ56,OUT027
360,134,12.1,Low Fat,7,178.566,3,2009,Medium,Tier 3,Supermarket Type2,898.83,DRN47,OUT018
361,1426,10.0,Low Fat,8,118.244,8,1997,Small,Tier 1,Supermarket Type1,2756.412,NCO17,OUT046
362,1166,14.35,Low Fat,0,81.896,7,2002,High,Tier 2,Supermarket Type1,878.856,FDX60,OUT045
363,934,10.395,Low Fat,13,58.222,9,1999,Medium,Tier 1,Supermarket Type1,659.142,FDT22,OUT049
364,1138,12.857645184136183,Low Fat,4,182.6292,4,1985,Small,Tier 1,Grocery Store,182.4292,FDX26,OUT019
365,420,8.1,Low Fat,6,211.4902,1,1987,High,Tier 3,Supermarket Type1,3610.6334,FDG45,OUT013
366,305,8.05,Regular,6,256.4646,6,2004,Small,Tier 2,Supermarket Type1,5153.292,FDD44,OUT035
367,880,9.195,Regular,10,108.7596,2,2007,High,Tier 2,Supermarket Type1,2588.6304,FDS15,OUT017
368,612,20.7,Regular,4,212.5876,3,2009,Medium,Tier 3,Supermarket Type2,1286.3256,FDL51,OUT018
369,599,15.7,Regular,6,110.1544,2,2007,High,Tier 2,Supermarket Type1,1230.3984,FDL32,OUT017
370,1220,12.857645184136183,Regular,6,60.2194,5,1985,Medium,Tier 3,Supermarket Type3,1733.7432,FDZ07,OUT027
371,1527,12.857645184136183,Low Fat,8,193.8162,4,1985,Small,Tier 1,Grocery Store,384.8324,NCW53,OUT019
372,1273,16.5,Low Fat,9,180.0318,7,2002,High,Tier 2,Supermarket Type1,3969.4996,NCA54,OUT045
373,1123,9.0,Low Fat,13,176.437,6,2004,Small,Tier 2,Supermarket Type1,7763.228,FDX09,OUT035
374,726,6.785,Regular,10,41.2112,1,1987,High,Tier 3,Supermarket Type1,809.6128,FDO51,OUT013
375,1107,19.5,Low Fat,3,178.6002,3,2009,Medium,Tier 3,Supermarket Type2,1253.7014,FDW49,OUT018
376,209,7.575,Low Fat,4,195.2768,8,1997,Small,Tier 1,Supermarket Type1,5715.2272,FDB27,OUT046
377,384,18.2,Regular,6,57.7904,1,1987,High,Tier 3,Supermarket Type1,1464.76,FDF45,OUT013
378,1018,16.75,Low Fat,4,169.8106,1,1987,High,Tier 3,Supermarket Type1,3251.1014,FDV02,OUT013
379,1189,7.47,Regular,5,214.3218,6,2004,Small,Tier 2,Supermarket Type1,4274.436,FDY28,OUT035
380,1141,12.857645184136183,Regular,6,231.7958,5,1985,Medium,Tier 3,Supermarket Type3,5375.0034,FDX31,OUT027
381,853,12.857645184136183,Low Fat,6,38.019,5,1985,Medium,Tier 3,Supermarket Type3,1318.284,FDR43,OUT027
382,768,13.85,Regular,10,119.4124,3,2009,Medium,Tier 3,Supermarket Type2,2251.7356,FDP51,OUT018
383,613,6.635,Regular,5,37.4506,2,2007,High,Tier 2,Supermarket Type1,1176.4686,FDL52,OUT017
384,854,6.11,Regular,6,130.4968,8,1997,Small,Tier 1,Supermarket Type1,3523.4136,FDR44,OUT046
385,214,15.25,Low Fat,13,86.2198,6,2004,Small,Tier 2,Supermarket Type1,610.5386,FDB34,OUT035
386,269,15.85,Low Fat,3,96.4094,6,2004,Small,Tier 2,Supermarket Type1,1237.7222,FDC50,OUT035
387,963,15.2,Low Fat,13,235.1248,0,1998,High,Tier 3,Grocery Store,474.0496,FDT57,OUT010
388,747,12.857645184136183,Regular,13,52.6666,5,1985,Medium,Tier 3,Supermarket Type3,717.7324,FDP22,OUT027
389,35,20.75,Low Fat,14,150.5024,8,1997,Small,Tier 1,Supermarket Type1,2580.6408,DRE49,OUT046
390,642,10.195,Low Fat,5,143.2154,8,1997,Small,Tier 1,Supermarket Type1,2552.6772,FDM40,OUT046
391,1191,7.605,Low Fat,6,164.021,7,2002,High,Tier 2,Supermarket Type1,3914.904,FDY32,OUT045
392,1071,18.0,Regular,6,88.5514,8,1997,Small,Tier 1,Supermarket Type1,796.9626,FDW07,OUT046
393,968,12.857645184136183,Low Fat,4,228.9352,4,1985,Small,Tier 1,Grocery Store,916.1408,FDU02,OUT019
394,1316,18.35,Low Fat,9,191.3504,7,2002,High,Tier 2,Supermarket Type1,3259.7568,NCF18,OUT045
395,815,6.59,Low Fat,6,84.8908,9,1999,Medium,Tier 1,Supermarket Type1,1677.816,FDQ56,OUT049
396,689,13.8,Regular,13,230.0984,9,1999,Medium,Tier 1,Supermarket Type1,3707.1744,FDN58,OUT049
397,415,21.2,Regular,15,173.5738,8,1997,Small,Tier 1,Supermarket Type1,2954.1546,FDG35,OUT046
398,1193,10.5,Regular,13,166.4842,3,2009,Medium,Tier 3,Supermarket Type2,2652.5472,FDY34,OUT018
399,1307,8.97,Low Fat,9,52.7956,7,2002,High,Tier 2,Supermarket Type1,1037.3164,NCE19,OUT045
400,1371,12.857645184136183,Low Fat,11,50.9666,5,1985,Medium,Tier 3,Supermarket Type3,717.7324,NCK31,OUT027
401,1357,10.6,Low Fat,8,86.1224,7,2002,High,Tier 2,Supermarket Type1,426.112,NCJ29,OUT045
402,965,13.65,Low Fat,1,231.1668,6,2004,Small,Tier 2,Supermarket Type1,6911.004,FDT59,OUT035
403,1535,19.0,Low Fat,8,211.0244,8,1997,Small,Tier 1,Supermarket Type1,3811.0392,NCX41,OUT046
404,1003,12.857645184136183,Regular,13,115.3518,5,1985,Medium,Tier 3,Supermarket Type3,2277.036,FDU45,OUT027
405,1086,12.857645184136183,Low Fat,0,48.9034,4,1985,Small,Tier 1,Grocery Store,48.6034,FDW24,OUT019
406,370,6.865,Low Fat,13,212.8218,9,1999,Medium,Tier 1,Supermarket Type1,5770.4886,FDF22,OUT049
407,652,10.8,Regular,0,40.2138,8,1997,Small,Tier 1,Supermarket Type1,690.4346,FDM60,OUT046
408,821,16.7,Low Fat,4,110.2886,1,1987,High,Tier 3,Supermarket Type1,1890.2062,FDR02,OUT013
409,139,12.857645184136183,Low Fat,7,126.2336,5,1985,Medium,Tier 3,Supermarket Type3,3195.84,DRP35,OUT027
410,906,15.15,Low Fat,0,150.1708,8,1997,Small,Tier 1,Supermarket Type1,1504.708,FDS48,OUT046
411,1556,10.5,Low Fat,9,238.3248,0,1998,High,Tier 3,Grocery Store,711.0744,NCZ42,OUT010
412,1245,17.6,Low Fat,4,174.2422,3,2009,Medium,Tier 3,Supermarket Type2,4311.055,FDZ38,OUT018
413,441,19.35,Low Fat,10,175.4738,8,1997,Small,Tier 1,Supermarket Type1,521.3214,FDH19,OUT046
414,1283,15.7,Low Fat,9,59.4562,8,1997,Small,Tier 1,Supermarket Type1,829.5868,NCB55,OUT046
415,245,18.1,Low Fat,4,155.5288,2,2007,High,Tier 2,Supermarket Type1,1571.288,FDC15,OUT017
416,363,10.195,Regular,15,239.6538,6,2004,Small,Tier 2,Supermarket Type1,2403.538,FDF11,OUT035
417,1095,12.857645184136183,Low Fat,1,41.6454,4,1985,Small,Tier 1,Grocery Store,83.8908,FDW35,OUT019
418,222,6.655,Low Fat,6,211.0586,7,2002,High,Tier 2,Supermarket Type1,844.2344,FDB44,OUT045
419,1284,19.0,Low Fat,9,127.3336,2,2007,High,Tier 2,Supermarket Type1,2940.1728,NCC06,OUT017
420,823,7.075,Low Fat,5,98.0068,0,1998,High,Tier 3,Grocery Store,291.6204,FDR04,OUT010
421,203,13.15,Low Fat,5,181.2976,7,2002,High,Tier 2,Supermarket Type1,3259.7568,FDB17,OUT045
422,1101,20.1,Regular,6,226.8036,9,1999,Medium,Tier 1,Supermarket Type1,3415.554,FDW43,OUT049
423,165,20.35,Regular,4,256.7672,3,2009,Medium,Tier 3,Supermarket Type2,5624.6784,FDA27,OUT018
424,1505,18.85,Low Fat,8,190.1846,9,1999,Medium,Tier 1,Supermarket Type1,6687.961,NCU41,OUT049
425,1211,16.35,Regular,6,227.1062,9,1999,Medium,Tier 1,Supermarket Type1,5642.655,FDY56,OUT049
426,1049,11.3,Low Fat,10,196.2426,3,2009,Medium,Tier 3,Supermarket Type2,4943.565,FDV39,OUT018
427,673,17.5,Low Fat,6,182.6266,3,2009,Medium,Tier 3,Supermarket Type2,3135.2522,FDN32,OUT018
428,1071,18.0,Regular,6,87.4514,7,2002,High,Tier 2,Supermarket Type1,796.9626,FDW07,OUT045
429,1236,7.935,Low Fat,4,51.535,7,2002,High,Tier 2,Supermarket Type1,848.895,FDZ27,OUT045
430,1085,12.857645184136183,Low Fat,0,37.3164,4,1985,Small,Tier 1,Grocery Store,38.6164,FDW23,OUT019
431,967,20.25,Regular,3,184.5924,8,1997,Small,Tier 1,Supermarket Type1,4997.4948,FDU01,OUT046
432,362,15.5,Regular,13,149.1418,9,1999,Medium,Tier 1,Supermarket Type1,588.5672,FDF10,OUT049
433,65,12.857645184136183,Low Fat,4,91.812,4,1985,Small,Tier 1,Grocery Store,372.848,DRH03,OUT019
434,1089,12.857645184136183,Regular,10,155.7314,4,1985,Small,Tier 1,Grocery Store,155.1314,FDW27,OUT019
435,80,15.35,Low Fat,14,218.0508,1,1987,High,Tier 3,Supermarket Type1,3038.7112,DRI13,OUT013
436,1466,10.1,Low Fat,8,200.2084,8,1997,Small,Tier 1,Supermarket Type1,1587.2672,NCR05,OUT046
437,211,16.7,Regular,5,115.4176,7,2002,High,Tier 2,Supermarket Type1,687.1056,FDB29,OUT045
438,612,20.7,Regular,4,213.4876,9,1999,Medium,Tier 1,Supermarket Type1,1929.4884,FDL51,OUT049
439,198,16.0,Low Fat,15,223.8404,1,1987,High,Tier 3,Supermarket Type1,3600.6464,FDB11,OUT013
440,491,14.0,Low Fat,15,180.7634,8,1997,Small,Tier 1,Supermarket Type1,2181.1608,FDI35,OUT046
441,1122,12.85,Low Fat,6,181.4318,8,1997,Small,Tier 1,Supermarket Type1,3428.2042,FDX08,OUT046
442,773,20.85,Regular,1,105.6648,7,2002,High,Tier 2,Supermarket Type1,623.1888,FDP59,OUT045
443,1355,12.35,Low Fat,9,120.5124,9,1999,Medium,Tier 1,Supermarket Type1,2133.2232,NCJ18,OUT049
444,530,6.85,Low Fat,5,261.6594,3,2009,Medium,Tier 3,Supermarket Type2,3401.5722,FDJ41,OUT018
445,972,10.3,Low Fat,6,101.0042,6,2004,Small,Tier 2,Supermarket Type1,1289.6546,FDU08,OUT035
446,874,12.857645184136183,Regular,13,49.6008,4,1985,Small,Tier 1,Grocery Store,50.6008,FDS09,OUT019
447,68,8.775,Low Fat,4,45.9428,1,1987,High,Tier 3,Supermarket Type1,790.9704,DRH15,OUT013
448,1511,18.85,Low Fat,8,129.2626,2,2007,High,Tier 2,Supermarket Type1,3147.9024,NCV17,OUT017
449,1435,12.857645184136183,Low Fat,9,56.7614,5,1985,Medium,Tier 3,Supermarket Type3,2486.763,NCO54,OUT027
450,332,14.85,Low Fat,0,141.0812,6,2004,Small,Tier 2,Supermarket Type1,1139.8496,FDE24,OUT035
451,464,20.5,Regular,5,84.3592,8,1997,Small,Tier 1,Supermarket Type1,1816.3024,FDH53,OUT046
452,1225,7.84,Regular,3,51.935,3,2009,Medium,Tier 3,Supermarket Type2,199.74,FDZ13,OUT018
453,1090,18.25,Low Fat,5,196.7452,7,2002,High,Tier 2,Supermarket Type1,978.726,FDW28,OUT045
454,1004,10.3,Regular,13,85.854,1,1987,High,Tier 3,Supermarket Type1,2683.174,FDU46,OUT013
455,1311,12.5,Low Fat,9,169.9448,6,2004,Small,Tier 2,Supermarket Type1,2897.5616,NCE43,OUT035
456,889,12.857645184136183,Low Fat,4,260.5594,5,1985,Medium,Tier 3,Supermarket Type3,9158.079,FDS26,OUT027
457,200,20.25,Regular,3,93.212,8,1997,Small,Tier 1,Supermarket Type1,1957.452,FDB14,OUT046
458,7,12.857645184136183,Regular,14,40.2822,5,1985,Medium,Tier 3,Supermarket Type3,1296.3126,DRB48,OUT027
459,1290,15.0,Low Fat,8,140.3838,1,1987,High,Tier 3,Supermarket Type1,2528.7084,NCC42,OUT013
460,789,8.325,Low Fat,6,38.7138,1,1987,High,Tier 3,Supermarket Type1,284.2966,FDQ20,OUT013
461,154,15.85,Low Fat,3,38.6506,2,2007,High,Tier 2,Supermarket Type1,759.012,FDA13,OUT017
462,1227,13.1,Low Fat,4,117.3782,8,1997,Small,Tier 1,Supermarket Type1,1787.673,FDZ15,OUT046
463,1516,6.26,Low Fat,9,111.3228,2,2007,High,Tier 2,Supermarket Type1,2431.5016,NCV42,OUT017
464,87,17.25,Low Fat,4,173.1764,3,2009,Medium,Tier 3,Supermarket Type2,4466.1864,DRI51,OUT018
